,correlatoin,AAPL,MSFT,AMZN,GOOG,TSLA
2980,0.9784553295740298,20,20,40,5,15
3966,0.9784461137868686,30,5,25,15,25
1405,0.9784434545435859,10,5,45,15,25
4763,0.9784431792002529,35,25,30,5,5
3720,0.9784296202919945,25,30,20,10,15
2114,0.9784273898472494,15,10,15,35,25
1578,0.9784249707401149,10,20,15,45,10
933,0.9784246336933774,5,20,45,10,20
4502,0.9784099997178183,35,5,20,25,15
213,0.9784062060132784,0,20,15,30,35
2890,0.9784040733006476,20,15,30,5,30
289,0.9784007157862851,0,25,15,45,15
4936,0.9783971880263199,40,0,40,20,0
3733,0.978395723533479,25,30,35,0,10
2867,0.9783915554293451,20,15,15,35,15
2424,0.9783907971607108,15,30,15,30,10
3844,0.97838694653353,25,45,20,10,0
726,0.9783757597572589,5,5,45,15,30
686,0.978375750510392,5,5,15,40,35
2214,0.978372342950181,15,15,30,5,35
3982,0.9783601640924973,30,5,35,10,20
4135,0.9783579393192955,30,15,40,10,5
638,0.9783566179410069,5,0,15,45,35
2868,0.9783548035648153,20,15,15,40,10
519,0.9783513593086897,0,40,15,20,25
4530,0.9783501157351042,35,5,40,15,5
821,0.9783314987906678,5,15,25,10,45
1653,0.9783227695184165,10,25,15,25,25
1119,0.9783208149746921,5,35,15,35,10
2643,0.9783192402447157,20,0,20,25,35
1192,0.978317684196963,5,40,15,20,20
3045,0.9783036273499146,20,25,35,0,20
456,0.9782903847583074,0,35,25,0,40
2369,0.978286646343749,15,25,30,0,30
4366,0.978286021758065,30,40,30,0,0
5459,0.9782859333623702,45,10,25,20,0
596,0.9782847318364603,0,45,15,25,15
2712,0.9782814220939958,20,5,15,40,20
4036,0.9782773941504622,30,10,20,20,20
595,0.9782773893628399,0,45,15,20,20
2640,0.9782761098612592,20,0,15,45,20
3206,0.9782744900449042,20,40,20,5,15
2946,0.9782661113410955,20,20,15,35,10
959,0.9782641211321381,5,25,15,25,30
1041,0.9782628749654315,5,30,15,40,10
2790,0.9782609565621772,20,10,15,45,10
1077,0.9782571922570348,5,30,40,0,25
3281,0.9782558074235607,25,0,20,25,30
2913,0.9782509891899005,20,15,45,15,5
2423,0.9782397402634085,15,30,15,25,15
4336,0.9782395459632467,30,35,30,0,5
2080,0.9782230194319469,15,5,40,10,30
744,0.9782122999968482,5,10,15,35,35
4645,0.9782079736448238,35,15,20,20,10
2354,0.9781982192449504,15,25,20,10,30
1194,0.9781923203324168,5,40,15,30,10
217,0.9781912815269508,0,20,20,15,45
706,0.9781703750765209,5,5,35,10,45
2090,0.9781701057660406,15,5,45,15,20
5120,0.9781597544288253,40,15,30,10,5
1116,0.9781537561168631,5,35,15,20,25
1700,0.9781493388501179,10,25,45,10,10
4915,0.9781475519276316,40,0,25,20,15
2837,0.9781468887583425,20,10,45,15,10
1677,0.9781399362392929,10,25,30,0,35
4179,0.9781260602263402,30,20,20,15,15
2733,0.9781251523491423,20,5,30,10,35
1368,0.9781094108770679,10,5,25,15,45
1498,0.9781069644910069,10,15,15,30,30
2788,0.9781021608778917,20,10,15,35,20
3531,0.9781001117381457,25,15,30,5,25
3039,0.9780926510940818,20,25,30,0,25
298,0.9780925291082745,0,25,25,5,45
1878,0.9780883478409218,10,40,15,25,10
2347,0.9780830878738085,15,25,15,25,20
747,0.9780821917662773,5,10,20,20,45
1978,0.9780816085342272,15,0,20,25,40
403,0.9780809350180104,0,30,40,0,30
1767,0.978080641722461,10,30,40,0,20
5463,0.9780785461788616,45,10,30,15,0
2945,0.97806816860927,20,20,15,30,15
2190,0.9780651039476136,15,15,15,30,25
1394,0.9780633019003507,10,5,40,10,35
1660,0.9780553637943129,10,25,20,10,35
4908,0.978054755977783,40,0,20,30,10
4929,0.9780490480845754,40,0,35,15,10
1262,0.9780467564048745,5,45,15,20,15
3376,0.9780442726521567,25,5,30,10,30
2752,0.978042780476843,20,5,40,10,25
1624,0.9780383184566075,10,20,45,10,15
963,0.9780275947202678,5,25,15,45,10
563,0.9780269835171871,0,40,45,15,0
1813,0.9780258002246165,10,35,20,5,30
3026,0.9780231037480973,20,25,20,10,25
1807,0.9780123710435901,10,35,15,20,20
1520,0.9780081610980674,10,15,30,5,40
440,0.9779926888630235,0,35,15,20,30
3021,0.9779858295253365,20,25,15,30,10
1877,0.9779796346676823,10,40,15,20,15
4244,0.9779731442343859,30,25,25,5,15
74,0.9779704516818388,0,5,45,15,35
2493,0.9779673236009772,15,35,15,25,10
2518,0.9779584457008835,15,35,40,0,10
2497,0.9779568826043943,15,35,20,5,25
1159,0.9779370213805177,5,35,45,10,5
5056,0.9779257222117518,40,10,25,15,10
5112,0.9779202303227706,40,15,20,25,0
3774,0.9779191765315193,25,35,25,0,15
2873,0.9779155631125026,20,15,20,15,30
285,0.9779099382472832,0,25,15,25,35
317,0.9779041211110245,0,25,35,0,40
3878,0.9778887837871925,30,0,20,25,25
2196,0.977881360251367,15,15,20,15,35
2060,0.9778786185296201,15,5,30,10,40
1263,0.9778681637157665,5,45,15,25,10
3680,0.9778615743300758,25,25,40,5,5
2987,0.9778615013787896,20,20,45,15,0
2575,0.9778597954749827,15,40,40,0,5
810,0.9778574353546414,5,15,15,30,35
2350,0.9778472276427755,15,25,15,40,5
40,0.9778447644357089,0,5,15,40,40
2425,0.9778446491415018,15,30,15,35,5
2,0.977830145703288,0,0,15,45,40
1539,0.9778168078769774,10,15,40,5,30
171,0.977812328448439,0,15,35,5,45
5051,0.9777943781106706,40,10,20,25,5
2947,0.977776670461383,20,20,15,40,5
5399,0.9777745385195181,45,5,25,20,5
1123,0.9777722612572038,5,35,20,5,35
1975,0.9777687855749705,15,0,15,40,30
1774,0.9777599064966224,10,30,45,10,5
3737,0.9777583287770988,25,30,40,5,0
2231,0.9777495314922374,15,15,40,5,25
4064,0.9777481846756644,30,10,40,10,10
3432,0.9777347569069846,25,10,15,40,10
4509,0.9777316374410622,35,5,25,15,20
2866,0.9777293913294222,20,15,15,30,20
3022,0.9777234681045384,20,25,15,35,5
562,0.9777163933087105,0,40,45,10,5
4129,0.9777045697023709,30,15,35,5,15
4297,0.9776998591353049,30,30,30,0,10
3354,0.9776988324776109,25,5,15,45,10
4714,0.9776985340769946,35,20,30,5,10
3277,0.977688224033149,25,0,15,45,15
3353,0.9776796551840102,25,5,15,40,15
522,0.9776796532794031,0,40,15,35,10
88,0.9776775514368128,0,10,15,35,40
4766,0.9776758478378672,35,25,35,5,0
4922,0.9776708305553479,40,0,30,15,15
2272,0.9776701266528239,15,20,15,45,5
5124,0.9776694893599759,40,15,35,10,0
983,0.9776561958166975,5,25,30,0,40
2494,0.9776532913749663,15,35,15,30,5
2869,0.9776484732853497,20,15,15,45,5
4331,0.977639361706616,30,35,20,10,5
3516,0.9776366878235315,25,15,20,15,25
2639,0.9776357048081495,20,0,15,40,25
1810,0.977635076936472,10,35,15,35,5
3974,0.9776331581037303,30,5,30,10,25
1301,0.9776194462983285,10,0,15,40,35
1731,0.9776115747958936,10,30,15,20,25
4830,0.977599126695205,35,35,25,5,0
965,0.9775978554619121,5,25,20,10,40
859,0.9775940323594551,5,15,45,10,25
1735,0.9775925162255652,10,30,15,40,5
597,0.9775907956579271,0,45,15,30,10
3510,0.9775865387502404,25,15,15,35,10
444,0.9775839218548692,0,35,15,40,10
2959,0.9775822485095365,20,20,25,5,30
715,0.9775673326265445,5,5,40,10,40
2492,0.9775662102317757,15,35,15,20,15
3155,0.9775627161584847,20,35,20,5,20
1037,0.9775586490740904,5,30,15,20,30
4650,0.9775565596598785,35,15,25,10,15
2284,0.9775553374596847,15,20,25,5,35
3670,0.9775553126462402,25,25,30,0,20
2761,0.9775533253048769,20,5,45,15,15
1574,0.977549493949237,10,20,15,25,30
2453,0.9775484343442918,15,30,40,0,15
1303,0.9775462447589183,10,0,20,25,45
3020,0.9775430781288988,20,25,15,25,15
2041,0.977541950851259,15,5,15,35,30
849,0.9775394106470082,5,15,40,5,35
4455,0.9775379310018513,35,0,40,15,10
594,0.9775376452146464,0,45,15,15,25
1503,0.9775370110223278,10,15,20,15,40
3675,0.9775319954620684,25,25,35,0,15
3659,0.9775276025187227,25,25,20,10,20
3393,0.9775199124620667,25,5,40,10,20
1939,0.9775104564354924,10,45,15,20,10
2435,0.9775067512687619,15,30,25,0,30
3090,0.9775048001416118,20,30,15,25,10
2268,0.977500946374294,15,20,15,25,25
1261,0.9774964609683351,5,45,15,15,20
5326,0.9774944122902545,45,0,20,35,0
1879,0.9774906289265909,10,40,15,30,5
5205,0.9774888497372407,40,25,25,10,0
3431,0.977485942578026,25,10,15,35,15
3091,0.9774797857968616,20,30,15,30,5
3615,0.9774634879756771,25,20,40,5,10
4123,0.9774582288438564,30,15,30,5,20
4756,0.9774403921845837,35,25,20,15,5
4799,0.9774318494050594,35,30,25,5,5
1548,0.9774310858004225,10,15,45,10,20
4797,0.9774188666446112,35,30,20,15,0
1942,0.9774150695529378,10,45,20,0,25
5404,0.9774149659609683,45,5,30,15,5
4363,0.9774145964291597,30,40,20,10,0
192,0.9774115911241694,0,15,45,10,30
4290,0.9774031381979147,30,30,20,10,10
2711,0.9774018472004974,20,5,15,35,25
1359,0.9773951412655786,10,5,15,35,35
4576,0.9773874714254128,35,10,20,20,15
4523,0.9773868602396243,35,5,35,10,15
3511,0.9773804311217396,25,15,15,40,5
1266,0.9773757724945671,5,45,20,0,30
3843,0.9773747517985565,25,45,20,5,5
1657,0.9773720505353315,10,25,15,45,5
1746,0.9773669809731075,10,30,25,0,35
2422,0.9773617371112879,15,30,15,20,20
3811,0.9773409871950579,25,40,20,5,10
2554,0.9773354241455581,15,40,15,20,10
2905,0.9773344811884842,20,15,40,5,20
4718,0.9773247333521827,35,20,35,5,5
146,0.9773197336859439,0,15,15,30,40
829,0.9773157465049328,5,15,30,5,45
366,0.9773126801775212,0,30,15,45,10
3100,0.9773123227325125,20,30,25,0,25
1375,0.977308446435657,10,5,30,10,45
3433,0.9773065448350726,25,10,15,45,5
882,0.9773022337053067,5,20,15,25,35
2315,0.9773014778303484,15,20,45,10,10
3997,0.9772943809867588,30,5,45,20,0
1191,0.97728439898069,5,40,15,15,25
3597,0.9772798805277869,25,20,25,5,25
2802,0.9772746907621642,20,10,25,10,35
2716,0.9772731272250069,20,5,20,20,35
3586,0.9772712622628877,25,20,15,35,5
4364,0.9772693339088455,30,40,25,0,5
2555,0.9772639311786302,15,40,15,25,5
2622,0.9772490842937169,15,45,40,0,0
3585,0.9772451734400905,25,20,15,30,10
4982,0.977231874210944,40,5,20,25,10
4387,0.9772249087054441,30,45,25,0,0
5061,0.9772196161459857,40,10,30,10,10
3276,0.9772180972515898,25,0,15,40,20
4423,0.9772164726728728,35,0,20,25,20
361,0.9772058036806425,0,30,15,20,35
1589,0.9772022857968955,10,20,25,5,40
3358,0.9772011228638943,25,5,20,20,30
447,0.9771999828823622,0,35,20,5,40
3921,0.9771999313168078,30,0,45,20,5
3446,0.977191085683889,25,10,25,10,30
637,0.9771905059628495,5,0,15,40,40
2389,0.977184852622382,15,25,45,10,5
5409,0.9771835107520529,45,5,35,15,0
4338,0.9771770538521052,30,35,35,0,0
2944,0.977154087793336,20,20,15,25,20
1940,0.9771499372007779,10,45,15,25,5
1938,0.9771464339926524,10,45,15,15,15
1876,0.977133798154067,10,40,15,15,20
518,0.977128158069412,0,40,15,15,30
2608,0.9771246913805024,15,45,20,0,20
2113,0.9771214974583217,15,10,15,30,30
2820,0.9771208640203853,20,10,35,5,30
5165,0.9771183514306355,40,20,25,10,5
5066,0.9771109686294983,40,10,35,10,5
3509,0.9770981410201021,25,15,15,30,15
1195,0.9770960274244537,5,40,15,35,5
2145,0.9770910458597505,15,10,35,5,35
4110,0.9770426821453556,30,15,20,15,20
4300,0.9770423388578783,30,30,35,0,5
2045,0.9770398705682252,15,5,20,20,40
2126,0.977037095450361,15,10,25,10,40
3152,0.9770364284516967,20,35,15,25,5
1120,0.9770139206705941,5,35,15,40,5
600,0.977009982765768,0,45,20,0,35
4705,0.9770099021550613,35,20,20,15,10
1264,0.9769929559823172,5,45,15,30,5
1425,0.9769779568361235,10,10,15,30,35
5162,0.9769750084217478,40,20,20,20,0
2787,0.9769736912143637,20,10,15,30,25
3352,0.9769726882679746,25,5,15,35,20
3655,0.9769699928022348,25,25,15,30,5
685,0.9769642958739211,5,5,15,35,40
3477,0.9769610889314304,25,10,45,15,5
487,0.9769446237329967,0,35,45,5,15
1692,0.9769401977485389,10,25,40,0,25
1341,0.9769306259498491,10,0,45,15,30
2300,0.9769240685583157,15,20,35,0,30
181,0.9769214966229604,0,15,40,5,40
2239,0.9769199508792943,15,15,45,10,15
5508,0.9769186517549734,45,15,25,15,0
2667,0.976915769800626,20,0,35,10,35
5394,0.9769076374797978,45,5,20,30,0
1053,0.9768965693564629,5,30,25,0,40
1000,0.9768924887116943,5,25,40,0,30
4516,0.976889969828518,35,5,30,10,20
814,0.976886299201441,5,15,20,15,45
2020,0.9768737521328021,15,0,45,15,25
1844,0.9768680602252237,10,35,45,10,0
3770,0.9768414613628599,25,35,20,5,15
307,0.9768401003668171,0,25,30,0,45
3551,0.9768397103055633,25,15,45,15,0
3172,0.976836643507134,20,35,40,0,5
3307,0.9768317325728425,25,0,35,10,30
290,0.9768298844629751,0,25,20,10,45
4333,0.9768297474841549,30,35,25,0,10
411,0.9768296596638878,0,30,45,5,20
3957,0.976821297173781,30,5,20,20,25
3873,0.9768177100616022,30,0,15,45,10
5331,0.97681450046231,45,0,25,20,10
3151,0.9768137887581108,20,35,15,20,10
3462,0.9768105806252346,25,10,35,5,25
3089,0.976807114410897,20,30,15,20,15
5111,0.9768013429269023,40,15,20,20,5
3951,0.9767906053791093,30,5,15,40,10
4759,0.9767899365396303,35,25,25,5,10
3023,0.976787339370653,20,25,15,40,0
4043,0.9767835458193066,30,10,25,10,25
1652,0.9767818541973682,10,25,15,20,30
3724,0.9767811367257058,25,30,25,0,20
1607,0.9767780362997973,10,20,35,0,35
1229,0.9767713949928942,5,40,45,10,0
3092,0.9767628551647242,20,30,15,35,0
212,0.9767624472331349,0,20,15,25,40
1042,0.976755728348988,5,30,15,45,5
64,0.9767398114363802,0,5,40,10,45
2346,0.9767258528319117,15,25,15,20,25
2973,0.9767249563180189,20,20,35,0,25
1454,0.9767244302139365,10,10,35,5,40
4239,0.976710228280613,30,25,20,10,15
3654,0.9767015588413537,25,25,15,25,10
4988,0.9766946108335494,40,5,25,15,15
4665,0.9766931529066215,35,15,40,10,0
1806,0.9766816809427924,10,35,15,15,25
5207,0.976675570907255,40,25,30,5,0
2553,0.9766740015434855,15,40,15,15,15
4248,0.9766730587890564,30,25,30,0,15
1999,0.9766680832708663,15,0,35,10,40
2606,0.9766672521540208,15,45,15,20,5
4030,0.976659071437062,30,10,15,40,5
3115,0.976658863885856,20,30,40,0,10
2495,0.9766564852263558,15,35,15,35,0
3989,0.9766528036487591,30,5,40,10,15
671,0.9766502377560474,5,0,45,15,35
4184,0.9766460687230681,30,20,25,5,20
3952,0.9766447389723285,30,5,15,45,5
2382,0.9766355017507297,15,25,40,0,20
1115,0.9766353093240845,5,35,15,15,30
2426,0.9766341343689059,15,30,15,40,0
2948,0.9766316330434524,20,20,15,45,0
3587,0.976615233812134,25,20,15,40,0
5006,0.9765992994613156,40,5,40,15,0
5325,0.9765972204121807,45,0,20,30,5
3401,0.9765917935017292,25,5,45,15,10
2428,0.9765802594064095,15,30,20,5,30
4029,0.9765778365880261,30,10,15,35,10
3544,0.9765696461218373,25,15,40,5,15
2459,0.9765668655555259,15,30,45,10,0
4831,0.9765582963215551,35,35,30,0,0
561,0.9765538306407046,0,40,45,5,10
1084,0.9765525212258128,5,30,45,5,15
3288,0.9765493863046933,25,0,25,15,35
3153,0.9765490884085449,20,35,15,30,0
743,0.9765460034847158,5,10,15,30,40
3656,0.9765384732022666,25,25,15,35,0
958,0.9765377112723318,5,25,15,20,35
3430,0.9765323627300483,25,10,15,30,20
895,0.9765271745040679,5,20,25,5,45
3872,0.9765145870323233,30,0,15,40,15
3512,0.9765101036207436,25,15,15,45,0
3584,0.9765072161940792,25,20,15,25,15
1362,0.9765047430963031,10,5,20,20,45
3219,0.9765046370055966,20,40,40,0,0
3246,0.9765024311164576,20,45,20,0,15
2189,0.976498523691723,15,15,15,25,30
326,0.9764959166297695,0,25,40,0,35
2556,0.9764913026064473,15,40,15,30,0
4105,0.976488767800044,30,15,15,35,5
2605,0.9764857628204395,15,45,15,15,10
1,0.9764854723294366,0,0,15,40,45
4660,0.9764842194683216,35,15,35,5,10
1436,0.9764819531501612,10,10,25,10,45
4655,0.9764772306023889,35,15,30,5,15
2687,0.9764765806891094,20,0,45,15,20
2951,0.9764692056862528,20,20,20,10,30
3716,0.9764674721484863,25,30,15,25,5
1738,0.9764453465775719,10,30,20,5,35
2275,0.9764436387018317,15,20,20,10,35
1158,0.9764384304962381,5,35,45,5,10
2351,0.9764333507812014,15,25,15,45,0
5343,0.9764270885236446,45,0,35,15,5
2649,0.9764248766910733,20,0,25,15,40
2491,0.9764209501831199,15,35,15,15,20
3904,0.9764130968898617,30,0,35,10,25
4252,0.9764083276011319,30,25,35,0,10
3094,0.9763931789835604,20,30,20,5,25
3203,0.9763841170890278,20,40,15,20,5
3019,0.9763671656083004,20,25,15,20,20
1497,0.9763590330493188,10,15,15,25,35
3886,0.9763580295680873,30,0,25,15,30
5458,0.9763539002419342,45,10,25,15,5
2865,0.976342305915341,20,15,15,25,25
1474,0.9763340976179277,10,10,45,10,25
4600,0.9763106189548333,35,10,40,10,5
5511,0.976310094131365,45,15,30,10,0
2638,0.976296045960413,20,0,15,35,30
914,0.9762906087266163,5,20,35,0,40
5337,0.976289195943209,45,0,30,15,10
4256,0.9762869532448715,30,25,40,5,0
439,0.9762847246230281,0,35,15,15,35
5115,0.976283251452185,40,15,25,10,10
632,0.9762780678045804,0,45,45,10,0
789,0.9762774145773131,5,10,45,10,30
3717,0.9762707539727362,25,30,15,30,0
1974,0.9762539934346347,15,0,15,35,35
3950,0.9762530866737715,30,5,15,35,15
39,0.9762530031452313,0,5,15,35,45
4801,0.9762461161139125,35,30,30,0,5
4907,0.9762380243246418,40,0,20,25,15
598,0.9762297690937991,0,45,15,35,5
1881,0.9762248664919123,10,40,20,0,30
1880,0.9762203272000793,10,40,15,35,0
335,0.976213269587161,0,25,45,5,25
2986,0.9762131197459905,20,20,45,10,5
1260,0.9761885699713461,5,45,15,10,25
5050,0.9761852085000904,40,10,20,20,10
3609,0.9761780162863696,25,20,35,0,20
3590,0.9761776167235109,25,20,20,10,25
4104,0.976170460641566,30,15,15,30,10
1008,0.9761624933733962,5,25,45,5,20
4057,0.9761579307288186,30,10,35,5,20
1811,0.9761567016455281,10,35,15,40,0
5168,0.9761553617041714,40,20,30,5,5
2966,0.9761479585665963,20,20,30,0,30
2557,0.9761446570148183,15,40,20,0,25
3204,0.9761368263452883,20,40,15,25,0
4644,0.9761323942525768,35,15,20,15,15
4501,0.9761319438835627,35,5,20,20,20
2607,0.9761293568864287,15,45,15,25,0
2292,0.9761279947771287,15,20,30,0,35
4174,0.9761248332919757,30,20,15,30,5
4199,0.9761191343042395,30,20,40,5,5
4106,0.9761177079375887,30,15,15,40,0
523,0.9761137838470871,0,40,15,40,5
5454,0.9761066704793624,45,10,20,25,0
1580,0.9761038854345033,10,20,20,10,40
376,0.9761000376716088,0,30,25,0,45
1941,0.9760982313675688,10,45,15,30,0
1321,0.976092528054088,10,0,35,10,45
4362,0.9760782081307122,30,40,20,5,5
4828,0.9760776627152006,35,35,20,10,0
5000,0.9760736430635193,40,5,35,10,10
2811,0.9760716293173382,20,10,30,5,35
4031,0.9760685106076269,30,10,15,45,0
2912,0.9760589226504885,20,15,45,10,10
4796,0.9760528840396911,35,30,20,10,5
3275,0.9760515251645688,25,0,15,35,25
4582,0.9760502829667133,35,10,25,10,20
2163,0.976045729347852,15,10,45,10,20
593,0.976038058604071,0,45,15,10,30
29,0.9760366352739949,0,0,45,15,40
2677,0.9760325436524961,20,0,40,10,30
1937,0.9760279554007318,10,45,15,10,20
768,0.9760253265039929,5,10,35,5,45
4935,0.976011137873883,40,0,40,15,5
2009,0.9759995738514219,15,0,40,10,35
284,0.9759967678119676,0,25,15,20,40
2793,0.9759964003356574,20,10,20,15,35
1044,0.9759918031889735,5,30,20,5,40
1983,0.9759877415999998,15,0,25,15,45
4175,0.9759833817910397,30,20,15,35,0
1197,0.9759786727573936,5,40,20,0,35
3454,0.9759784620530503,25,10,30,5,30
3050,0.9759759740040648,20,25,40,0,15
3715,0.9759465269508699,25,30,15,20,10
1300,0.9759279669590063,10,0,15,35,40
809,0.9759268227784962,5,15,15,25,40
2154,0.9759235721131831,15,10,40,5,30
1773,0.9759206714420682,10,30,45,5,10
1736,0.9759164489929198,10,30,15,45,0
3437,0.9759149893908488,25,10,20,15,30
4293,0.9759116605778323,30,30,25,0,15
3202,0.9759035190767398,20,40,15,15,10
4386,0.9758975234525827,30,45,20,5,0
3508,0.9758881732431917,25,15,15,25,20
3719,0.9758816706902768,25,30,20,5,20
128,0.9758791456101349,0,10,45,10,35
3056,0.9758680689329242,20,25,45,10,0
3150,0.9758510746170994,20,35,15,15,15
4431,0.975848459008515,35,0,25,15,25
2135,0.9758335853365372,15,10,30,5,40
87,0.9758293050684853,0,10,15,30,45
3603,0.9758284878022828,25,20,30,0,25
445,0.9758235682685457,0,35,15,45,5
1228,0.9758169343773551,5,40,45,5,5
4994,0.9758138720270239,40,5,30,10,15
2710,0.975806816325701,20,5,15,30,30
3768,0.9758028965471489,25,35,15,25,0
5202,0.9757980051572922,40,25,20,15,0
4028,0.9757961153164741,30,10,15,30,15
1730,0.9757949883016972,10,30,15,15,30
4330,0.9757922516054321,30,35,20,5,10
1464,0.9757744777875367,10,10,40,5,35
1598,0.9757718648294577,10,20,30,0,40
2040,0.9757698052266625,15,5,15,30,35
2118,0.975768467310431,15,10,20,15,40
1699,0.9757593092541793,10,25,45,5,15
3767,0.9757544759298136,25,35,15,20,5
5393,0.9757462769067992,45,5,20,25,5
3325,0.9757371196446472,25,0,45,15,15
3205,0.9757352258596063,20,40,20,0,20
2421,0.9757307335908721,15,30,15,15,25
2828,0.9757289143212667,20,10,40,5,25
3316,0.9757268687049888,25,0,40,10,25
3653,0.9757040766561937,25,25,15,20,15
5235,0.975694414898818,40,30,25,5,0
4709,0.9756796452099116,35,20,25,5,15
4417,0.9756643943819879,35,0,15,45,5
2267,0.9756640777771795,15,20,15,20,30
4447,0.9756579979531529,35,0,35,10,20
4236,0.9756565042045225,30,25,15,30,0
631,0.975655279810715,0,45,45,5,5
1330,0.9756312577259343,10,0,40,10,40
4852,0.9756166527354502,35,40,25,0,0
4495,0.9756141249641539,35,5,15,40,5
5462,0.9755911768953407,45,10,30,10,5
4462,0.9755800039913366,35,0,45,20,0
1843,0.9755760759541473,10,35,45,5,5
5161,0.9755758410008396,40,20,20,15,5
4755,0.9755704381798657,35,25,20,10,10
4178,0.9755668063374173,30,20,20,10,20
4173,0.975559447675598,30,20,15,25,10
4235,0.9755581782975772,30,25,15,25,5
1036,0.9755548575683771,5,30,15,15,35
2604,0.9755538331593934,15,45,15,10,15
3351,0.9755528845808259,25,5,15,30,25
4050,0.9755512403488638,30,10,30,5,25
3297,0.9755489193768372,25,0,30,10,35
3842,0.9755470812737521,25,45,20,0,10
5171,0.9755310595310421,40,20,35,5,0
1573,0.9755294595582363,10,20,15,20,35
4416,0.9755245426780729,35,0,15,40,10
1875,0.9755239212369761,10,40,15,10,25
4035,0.9755216432302959,30,10,20,15,25
3871,0.9755185693540067,30,0,15,35,20
3245,0.9755167658339439,20,45,15,20,0
3244,0.9755135230802081,20,45,15,15,5
2943,0.9754987112112511,20,20,15,20,25
